wavenumber,absorbance,file_name,time_min
399.99465,0.3801566873168457,deer.000.1.dpt,0
400.99465,0.3780206704585948,deer.000.1.dpt,0
401.99465,0.37714541997452733,deer.000.1.dpt,0
402.99465,0.3774321072883501,deer.000.1.dpt,0
403.99465,0.3787819038237682,deer.000.1.dpt,0
404.99465,0.3810959810044875,deer.000.1.dpt,0
405.99465,0.384275510254214,deer.000.1.dpt,0
406.99465,0.3882216629966534,deer.000.1.dpt,0
407.99465,0.39283561065551165,deer.000.1.dpt,0
408.99465,0.39801852465449306,deer.000.1.dpt,0
409.99465,0.4036715764173052,deer.000.1.dpt,0
410.99465,0.40969593736765264,deer.000.1.dpt,0
411.99465,0.4159927789292418,deer.000.1.dpt,0
412.99465,0.4224632725257772,deer.000.1.dpt,0
413.99465,0.42900858958096644,deer.000.1.dpt,0
414.99465,0.4355299015185138,deer.000.1.dpt,0
415.99465,0.44192837976212573,deer.000.1.dpt,0
416.99465,0.44810519573550744,deer.000.1.dpt,0
417.99465,0.4539851830927205,deer.000.1.dpt,0
418.99465,0.45958782440925006,deer.000.1.dpt,0
419.99465,0.4649562644909343,deer.000.1.dpt,0
420.99465,0.470133648143615,deer.000.1.dpt,0
421.99465,0.4751631201731311,deer.000.1.dpt,0
422.99465,0.4800878253853228,deer.000.1.dpt,0
423.99465,0.4849509085860305,deer.000.1.dpt,0
424.99465,0.4897955145810934,deer.000.1.dpt,0
425.99465,0.49466478817635207,deer.000.1.dpt,0
426.99465,0.49960187417764634,deer.000.1.dpt,0
427.99465,0.504649917390816,deer.000.1.dpt,0
428.99465,0.5098520626217015,deer.000.1.dpt,0
429.99465,0.5152514546761423,deer.000.1.dpt,0
430.99465,0.5208912383599783,deer.000.1.dpt,0
431.99465,0.5268145584790499,deer.000.1.dpt,0
432.99465,0.5330645598391973,deer.000.1.dpt,0
433.99465,0.5396843872462597,deer.000.1.dpt,0
434.99465,0.5467171855060776,deer.000.1.dpt,0
435.99465,0.5541924036782925,deer.000.1.dpt,0
436.99465,0.562084707837755,deer.000.1.dpt,0
437.99465,0.5703550683131157,deer.000.1.dpt,0
438.99465,0.5789644554330265,deer.000.1.dpt,0
439.99465,0.5878738395261388,deer.000.1.dpt,0
440.99465,0.597044190921105,deer.000.1.dpt,0
441.99465,0.6064364799465761,deer.000.1.dpt,0
442.99465,0.6160116769312046,deer.000.1.dpt,0
443.99465,0.6257307522036403,deer.000.1.dpt,0
444.99465,0.6355546760925356,deer.000.1.dpt,0
445.99465,0.6454444189265433,deer.000.1.dpt,0
446.99465,0.655360951034314,deer.000.1.dpt,0
447.99465,0.665265242744499,deer.000.1.dpt,0
448.99465,0.6751182643857504,deer.000.1.dpt,0
449.99465,0.6848809862867195,deer.000.1.dpt,0
450.99465,0.6945143787760589,deer.000.1.dpt,0
451.99465,0.7039794121824187,deer.000.1.dpt,0
452.99465,0.7132370568344514,deer.000.1.dpt,0
453.99465,0.722254867323353,deer.000.1.dpt,0
454.99465,0.7310267352904941,deer.000.1.dpt,0
455.99465,0.739553136639791,deer.000.1.dpt,0
456.99465,0.747834547275159,deer.000.1.dpt,0
457.99465,0.7558714431005141,deer.000.1.dpt,0
458.99465,0.7636643000197717,deer.000.1.dpt,0
459.99465,0.7712135939368471,deer.000.1.dpt,0
460.99465,0.7785198007556561,deer.000.1.dpt,0
461.99465,0.7855833963801148,deer.000.1.dpt,0
462.99465,0.7924048567141387,deer.000.1.dpt,0
463.99465,0.7989846576616425,deer.000.1.dpt,0
464.99465,0.8053232751265426,deer.000.1.dpt,0
465.99465,0.8114211850127545,deer.000.1.dpt,0
466.99465,0.8172788632241944,deer.000.1.dpt,0
467.99465,0.8228967856647763,deer.000.1.dpt,0
468.99465,0.8282754282384176,deer.000.1.dpt,0
469.99465,0.8334152668490326,deer.000.1.dpt,0
470.99465,0.8383167774005377,deer.000.1.dpt,0
471.99465,0.8429863274343189,deer.000.1.dpt,0
472.99465,0.8474538510416462,deer.000.1.dpt,0
473.99465,0.8517551739512595,deer.000.1.dpt,0
474.99465,0.8559261218918993,deer.000.1.dpt,0
475.99465,0.8600025205923055,deer.000.1.dpt,0
476.99465,0.8640201957812185,deer.000.1.dpt,0
477.99465,0.8680149731873795,deer.000.1.dpt,0
478.99465,0.8720226785395279,deer.000.1.dpt,0
479.99465,0.8760791375664035,deer.000.1.dpt,0
480.99465,0.880220175996748,deer.000.1.dpt,0
481.99465,0.8844816195593007,deer.000.1.dpt,0
482.99465,0.8888992939828028,deer.000.1.dpt,0
483.99465,0.8935090249959935,deer.000.1.dpt,0
484.99465,0.8983466383276134,deer.000.1.dpt,0
485.99465,0.9034479597064039,deer.000.1.dpt,0
486.99465,0.9088488148611037,deer.000.1.dpt,0
487.99465,0.9145850295204546,deer.000.1.dpt,0
488.99465,0.9206924294131954,deer.000.1.dpt,0
489.99465,0.9272102178863889,deer.000.1.dpt,0
490.99465,0.9341911087603826,deer.000.1.dpt,0
491.99465,0.941691193473846,deer.000.1.dpt,0
492.99465,0.9497665634654481,deer.000.1.dpt,0
493.99465,0.9584733101738584,deer.000.1.dpt,0
494.99465,0.9678675250377463,deer.000.1.dpt,0
495.99465,0.9780052994957803,deer.000.1.dpt,0
496.99465,0.9889427249866299,deer.000.1.dpt,0
497.99465,1.0007358929489651,deer.000.1.dpt,0
498.99465,1.0134408948214548,deer.000.1.dpt,0
499.99465,1.027113822042768,deer.000.1.dpt,0
500.99465,1.041810766051575,deer.000.1.dpt,0
501.99465,1.0575878182865432,deer.000.1.dpt,0
502.99465,1.074501070186344,deer.000.1.dpt,0
503.99465,1.0926066131896448,deer.000.1.dpt,0
504.99465,1.111960538735116,deer.000.1.dpt,0
505.99465,1.1326189382614262,deer.000.1.dpt,0
506.99465,1.154602641462216,deer.000.1.dpt,0
507.99465,1.1777914310510051,deer.000.1.dpt,0
508.99465,1.2020298279962858,deer.000.1.dpt,0
509.99465,1.2271623532665474,deer.000.1.dpt,0
510.99465,1.253033527830282,deer.000.1.dpt,0
511.99465,1.2794878726559809,deer.000.1.dpt,0
512.99465,1.3063699087121345,deer.000.1.dpt,0
513.99465,1.3335241569672345,deer.000.1.dpt,0
514.99465,1.3607951383897716,deer.000.1.dpt,0
515.99465,1.3880273739482387,deer.000.1.dpt,0
516.99465,1.4150653846111227,deer.000.1.dpt,0
517.99465,1.4417536913469182,deer.000.1.dpt,0
518.99465,1.4679368151241148,deer.000.1.dpt,0
519.99465,1.4934592769112043,deer.000.1.dpt,0
520.99465,1.5181655976766768,deer.000.1.dpt,0
521.99465,1.5419002983890255,deer.000.1.dpt,0
522.99465,1.5645079000167388,deer.000.1.dpt,0
523.99465,1.5858329235283088,deer.000.1.dpt,0
524.99465,1.6058135320237832,deer.000.1.dpt,0
525.99465,1.6247624571294343,deer.000.1.dpt,0
526.99465,1.64308607260309,deer.000.1.dpt,0
527.99465,1.661190752202578,deer.000.1.dpt,0
528.99465,1.679482869685728,deer.000.1.dpt,0
529.99465,1.6983687988103684,deer.000.1.dpt,0
530.99465,1.7182549133343255,deer.000.1.dpt,0
531.99465,1.73954758701543,deer.000.1.dpt,0
532.99465,1.7626531936115093,deer.000.1.dpt,0
533.99465,1.787978106880392,deer.000.1.dpt,0
534.99465,1.8159287005799056,deer.000.1.dpt,0
535.99465,1.846911348467882,deer.000.1.dpt,0
536.99465,1.881332424302145,deer.000.1.dpt,0
537.99465,1.9195983018405238,deer.000.1.dpt,0
538.99465,1.9621153548408494,deer.000.1.dpt,0
539.99465,2.0092899570609473,deer.000.1.dpt,0
540.99465,2.0615284822586477,deer.000.1.dpt,0
541.99465,2.119237304191778,deer.000.1.dpt,0
542.99465,2.1825741498758933,deer.000.1.dpt,0
543.99465,2.250702159357451,deer.000.1.dpt,0
544.99465,2.322535825940638,deer.000.1.dpt,0
545.99465,2.3969896429296362,deer.000.1.dpt,0
546.99465,2.4729781036286282,deer.000.1.dpt,0
547.99465,2.5494157013418017,deer.000.1.dpt,0
548.99465,2.6252169293733387,deer.000.1.dpt,0
549.99465,2.6992962810274275,deer.000.1.dpt,0
550.99465,2.7705682496082455,deer.000.1.dpt,0
551.99465,2.837947328419983,deer.000.1.dpt,0
552.99465,2.9003480107668227,deer.000.1.dpt,0
553.99465,2.956684789952947,deer.000.1.dpt,0
554.99465,3.0058721592825433,deer.000.1.dpt,0
555.99465,3.0468246120597917,deer.000.1.dpt,0
556.99465,3.078456641588881,deer.000.1.dpt,0
557.99465,3.099682741173992,deer.000.1.dpt,0
558.99465,3.1094174041193114,deer.000.1.dpt,0
559.99465,3.106575123729023,deer.000.1.dpt,0
560.99465,3.090470114757696,deer.000.1.dpt,0
561.99465,3.0620154777614466,deer.000.1.dpt,0
562.99465,3.0225240347467763,deer.000.1.dpt,0
563.99465,2.973308607720184,deer.000.1.dpt,0
564.99465,2.9156820186881753,deer.000.1.dpt,0
565.99465,2.8509570896572445,deer.000.1.dpt,0
566.99465,2.7804466426339016,deer.000.1.dpt,0
567.99465,2.7054634996246403,deer.000.1.dpt,0
568.99465,2.6273204826359637,deer.000.1.dpt,0
569.99465,2.5473304136743775,deer.000.1.dpt,0
570.99465,2.4668061147463756,deer.000.1.dpt,0
571.99465,2.3870604078584665,deer.000.1.dpt,0
572.99465,2.3094061150171457,deer.000.1.dpt,0
573.99465,2.2351560582289176,deer.000.1.dpt,0
574.99465,2.1656230595002808,deer.000.1.dpt,0
575.99465,2.1021199408377385,deer.000.1.dpt,0
576.99465,2.0459595242477935,deer.000.1.dpt,0
577.99465,1.998454631736943,deer.000.1.dpt,0
578.99465,1.9605420801416455,deer.000.1.dpt,0
