AP,time,file_name,species
5.6797582425714905,1080,shark.1080.3,shark
1.5145029966985728,110,shark.110.1,shark
1.6772304455011113,110,shark.110.2,shark
2.1785813863568566,110,shark.110.3,shark
4.502996661917111,120,shark.120.1,shark
4.5458222127518875,120,shark.120.2,shark
3.8271281612759993,120,shark.120.3,shark
6.593338510202619,1440,shark.1440.1,shark
6.553618138251963,1440,shark.1440.2,shark
6.079323841048031,1440,shark.1440.3,shark
1.1982096282187922,0,deer.000.1,deer
1.1607222023630055,0,deer.000.2,deer
1.1529048828617117,0,deer.000.3,deer
2.1726810121666595,5,deer.005.1,deer
2.4982186105650364,5,deer.005.2,deer
2.782332573699421,5,deer.005.3,deer
5.62830683370123,10,deer.010.1,deer
2.7236681974768215,10,deer.010.2,deer
1.9986245908691254,10,deer.010.3,deer
5.189866346840491,15,deer.015.1,deer
6.803695761728761,15,deer.015.2,deer
3.081280561685605,15,deer.015.3,deer
7.069319755063043,20,deer.020.1,deer
6.214648794499819,20,deer.020.2,deer
6.0069734648402084,20,deer.020.3,deer
4.474089867082746,25,deer.025.1,deer
5.86063405336659,25,deer.025.2,deer
5.549141494578061,25,deer.025.3,deer
6.628223467727137,30,deer.030.1,deer
5.121325725051503,30,deer.030.2,deer
5.34073832706251,30,deer.030.3,deer
6.125881427353819,35,deer.035.1,deer
3.833826819422549,35,deer.035.2,deer
5.444223850512063,35,deer.035.3,deer
7.187768609171747,40,deer.040.1,deer
6.069711773072637,40,deer.040.2,deer
4.977165752276792,40,deer.040.3,deer
5.823311078442415,45,deer.045.1,deer
5.175248448235582,45,deer.045.2,deer
4.305912351321789,45,deer.045.3,deer
6.787765291855727,50,deer.050.1,deer
7.447662863193777,50,deer.050.2,deer
6.514882721281631,50,deer.050.3,deer
8.005618184151077,55,deer.055.1,deer
7.897898368634165,55,deer.055.2,deer
7.998623905624023,55,deer.055.3,deer
7.4231018105294355,60,deer.060.1,deer
6.888746693414636,60,deer.060.2,deer
6.011944439212326,60,deer.060.3,deer
7.853609191038912,70,deer.070.1,deer
6.1508978040152975,70,deer.070.2,deer
6.400792661858726,70,deer.070.3,deer
8.206935288048033,80,deer.080.1,deer
7.659411847855257,80,deer.080.2,deer
7.8909802189998866,80,deer.080.3,deer
7.0579060342394335,90,deer.090.1,deer
7.9585466186074125,90,deer.090.2,deer
7.910682292512617,90,deer.090.3,deer
6.694441121560895,100,deer.100.1,deer
6.563585504483898,100,deer.100.2,deer
7.322381078412128,100,deer.100.3,deer
5.594451706635219,1080,deer.1080.1,deer
6.46762596422197,1080,deer.1080.2,deer
6.00006461982855,1080,deer.1080.3,deer
6.589597208458907,110,deer.110.1,deer
5.746262474197504,110,deer.110.2,deer
6.08462744022059,110,deer.110.3,deer
7.733006507242529,120,deer.120.1,deer
7.22115652527734,120,deer.120.2,deer
7.042830418396704,120,deer.120.3,deer
7.4466408256698475,1440,deer.1440.1,deer
7.590303814558352,1440,deer.1440.2,deer
8.036086051204098,1440,deer.1440.3,deer
0.5741707834727331,0,goat.000.1,goat
0.519938067031963,0,goat.000.2,goat
0.5585937469793957,0,goat.000.3,goat
4.4099135758138726,5,goat.005.1,goat
4.152584590538341,5,goat.005.2,goat
5.8218265230127235,5,goat.005.3,goat
5.640592161888851,10,goat.010.1,goat
5.286704613970052,10,goat.010.2,goat
5.161159116230594,10,goat.010.3,goat
6.142034724922146,15,goat.015.1,goat
6.318851683210251,15,goat.015.2,goat
5.1627785425947605,15,goat.015.3,goat
5.752675381822442,20,goat.020.1,goat
5.7047155490345425,20,goat.020.2,goat
5.502879628553379,20,goat.020.3,goat
5.748803802373901,25,goat.025.1,goat
5.875649022176008,25,goat.025.2,goat
4.787314285270598,25,goat.025.3,goat
5.699264027745209,30,goat.030.1,goat
5.829226119820251,30,goat.030.2,goat
5.147243226531763,30,goat.030.3,goat
5.1861105952658715,35,goat.035.1,goat
5.3163618303085585,35,goat.035.2,goat
5.341130956916658,35,goat.035.3,goat
6.607262471618784,40,goat.040.1,goat
5.111209469156935,40,goat.040.2,goat
5.782895179842916,40,goat.040.3,goat
4.815325196577634,45,goat.045.1,goat
5.1773736341978775,45,goat.045.2,goat
5.237617988007865,45,goat.045.3,goat
5.748189170292736,50,goat.050.1,goat
4.972828986218805,50,goat.050.2,goat
5.147072476525865,50,goat.050.3,goat
5.908549522393115,55,goat.055.1,goat
4.9895551832481955,55,goat.055.2,goat
5.452956604097107,55,goat.055.3,goat
6.184864346569837,60,goat.060.1,goat
5.718119975945673,60,goat.060.2,goat
5.2353626628132375,60,goat.060.3,goat
6.28177310957488,70,goat.070.1,goat
5.411334603221142,70,goat.070.2,goat
5.301085064291326,70,goat.070.3,goat
5.640610347695831,80,goat.080.1,goat
5.378373637442125,80,goat.080.2,goat
4.957411515383184,80,goat.080.3,goat
5.4394887109895755,90,goat.090.1,goat
5.786543453415648,90,goat.090.2,goat
5.308140449908367,90,goat.090.3,goat
6.15028937570748,100,goat.100.1,goat
4.904165815833017,100,goat.100.2,goat
5.910787672311724,100,goat.100.3,goat
6.396563121615037,1080,goat.1080.1,goat
6.356058174824079,1080,goat.1080.2,goat
6.8512503795475945,1080,goat.1080.3,goat
4.811090186476116,110,goat.110.1,goat
5.030953619219283,110,goat.110.2,goat
4.116394767498102,110,goat.110.3,goat
4.393579407614245,120,goat.120.1,goat
4.1933319382119505,120,goat.120.2,goat
4.261451538023531,120,goat.120.3,goat
6.658974631961798,1440,goat.1440.1,goat
6.059182108966906,1440,goat.1440.2,goat
6.0706101450811065,1440,goat.1440.3,goat
